endTime,artistName,trackName,msPlayed
2020-07-28 21:56,Filter,Take a Picture,363800
2020-07-28 22:28,Empire of the Sun,Walking On A Dream,198440
2020-07-28 22:32,Khalid,Location,219080
2020-07-28 22:36,STRFKR,Open Your Eyes,232946
2020-07-28 22:41,Childish Gambino,Feels Like Summer,297404
2020-07-28 22:45,Billie Eilish,lovely (with Khalid),200185
2020-07-28 22:49,The Marías,I Don't Know You,209449
2020-07-28 22:53,Fiona Apple,Paper Bag,219266
2020-07-28 22:59,Poolside,Harvest Moon,368783
2020-07-28 23:05,Reptar,Houseboat Babies,322493
2020-07-28 23:08,Harry Styles,Watermelon Sugar,174000
2020-07-28 23:11,Tegan and Sara,Where Does the Good Go,217253
2020-07-28 23:15,Billie Eilish,when the party's over,196077
2020-07-28 23:23,Phantogram,When I'm Small,249066
2020-07-28 23:28,The Whip,Secret Weapon,265198
2020-07-28 23:29,J Lloyd,The Way I Feel About You,102133
2020-07-28 23:36,Jon Gomm,Passionflower,407586
2020-07-28 23:40,Dashboard Confessional,Hands Down,186866
2020-07-28 23:44,Bag Raiders,Shooting Stars,235813
2020-07-28 23:48,Foals,My Number,240533
2020-07-28 23:52,The Shins,Sleeping Lessons,238026
2020-07-28 23:56,Late of the Pier,Broken,251149
2020-07-29 00:03,Low Hum,Comatose,376226
2020-07-29 00:06,Besos,Used 2 Be,158400
2020-07-29 01:05,Car Seat Headrest,Beach Life-In-Death,335702
2020-07-29 01:06,Car Seat Headrest,Beach Life-In-Death,5990
2020-07-29 01:07,The Whip,Trash - Original,96734
2020-07-29 01:08,Peach Pit,Peach Pit,28189
2020-07-29 02:20,Lizzo,Truth Hurts,173325
2020-07-29 02:24,Beyoncé,Sorry,232560
2020-07-29 02:28,Billie Eilish,my boy,2912
2020-07-29 02:28,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840
2020-07-29 02:28,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),1671
2020-07-29 02:30,Saweetie,Tap In,139413
2020-07-29 02:33,Trippie Redd,Me Likey,161110
2020-07-29 02:37,Aly & AJ,Potential Breakup Song,219773
2020-07-29 02:41,Lindsay Lohan,Rumors,196306
2020-07-29 02:45,Big Sean,I Don't Fuck With You,284386
2020-07-29 02:49,Destiny's Child,"Independent Women, Pt. 1",221133
2020-07-29 02:53,Dua Lipa,New Rules,209320
2020-07-29 02:58,Ashnikko,STUPID (feat. Yung Baby Tate),167317
2020-07-29 03:08,Megan Thee Stallion,Savage,155497
2020-07-29 03:08,Destiny's Child,Say My Name,9209
2020-07-29 03:11,Lizzo,Tempo (feat. Missy Elliott),175342
2020-07-29 03:15,Fiona Apple,Sleep to Dream,5483
2020-07-29 03:15,Billie Eilish,bad guy,194087
2020-07-29 03:18,Ciara,Goodies (feat. Petey Pablo),121446
2020-07-29 03:18,Fiona Apple,Fast As You Can,1486
2020-07-29 03:22,Fiona Apple,Criminal,8473
2020-07-29 03:22,Ariana Grande,"thank u, next",207320
2020-07-29 03:24,Sir Sly,High,108923
2020-07-29 23:04,Sir Sly,High,1472
2020-07-29 23:08,Jungle,"Heavy, California",184599
2020-07-29 23:12,MIKA,"Relax, Take It Easy",270000
2020-07-29 23:15,Vampire Weekend,A-Punk,137760
2020-07-29 23:16,Jack Johnson,Banana Pancakes,50111
2020-07-30 20:37,Jack Johnson,Banana Pancakes,8614
2020-07-30 20:50,Masego,Tadow,1509
2020-07-30 20:50,Mac Miller,Self Care,235589
2020-07-30 20:54,Jean Tonique,Un rêve à deux,201521
2020-07-30 20:59,Little Dragon,Lover Chanting,323466
2020-07-30 21:03,of Montreal,Gronlandic Edit,204760
2020-07-31 19:54,Datarock,Fa-Fa-Fa,306733
2020-07-31 19:58,Fiona Apple,Extraordinary Machine,5646
2020-07-31 19:58,Foster The People,Sit Next to Me,243146
2020-07-31 20:02,Mac Miller,Good News,193422
2020-08-01 02:36,Mac Miller,Good News,148629
2020-08-01 02:39,Tennis,Runner,216960
2020-08-01 02:43,Jason Mraz,The Remedy (I Won't Worry),256440
2020-08-01 03:25,Foster The People,Helena Beat,276173
2020-08-01 03:30,Romare,All Night,294211
2020-08-01 03:34,Young Franco,About This Thing,197458
2020-08-01 03:37,The Strokes,Machu Picchu,209626
2020-08-01 03:41,Tame Impala,Borderline,237800
2020-08-01 03:46,Childish Gambino,3005,234215
2020-08-01 03:49,Phoenix,1901,193106
2020-08-01 03:51,The Cardigans,Lovefool,134673
2020-08-01 03:51,The Strokes,Hard To Explain,8196
2020-08-01 03:55,Ashnikko,"Hi, It's Me",193594
2020-08-01 04:50,Iggy Azalea,Kream (feat. Tyga),166626
2020-08-01 04:53,Doja Cat,Juicy,203093
2020-08-01 04:57,JoJo,Too Little Too Late - 2018,223533
2020-08-01 04:59,City Girls,Act Up,158332
2020-08-01 05:03,Ashnikko,Working Bitch,177866
2020-08-01 05:06,Ciara,"One, Two Step (feat. Missy Elliott)",203786
2020-08-01 05:12,The Veronicas,Untouched,1996
2020-08-01 05:12,Billie Eilish,COPYCAT,187668
2020-08-01 05:12,Selena Gomez,Look At Her Now,1695
2020-08-01 05:15,Saweetie,My Type,126446
2020-08-01 05:18,Dua Lipa,Don't Start Now,183290
2020-08-01 05:21,M.I.A.,Bad Girls,152956
2020-08-01 19:28,M.I.A.,Bad Girls,74560
2020-08-01 19:34,RuPaul,Sissy That Walk,212693
2020-08-01 19:38,Khia,"My Neck, My Back (Lick It)",222560
2020-08-01 19:41,Childish Gambino,Bonfire,192946
2020-08-01 19:42,JoJo,Leave (Get Out) - 2018,9774
2020-08-01 19:45,Ashnikko,STUPID (feat. Yung Baby Tate),167317
2020-08-01 19:48,Fiona Apple,Sleep to Dream,142993
2020-08-01 21:06,Ashnikko,STUPID (feat. Yung Baby Tate),162973
2020-08-01 21:09,Rihanna,Needed Me,191600
2020-08-01 21:11,Jennifer Lopez,If You Had My Love - Radio Edit,29117
2020-08-01 21:14,Dua Lipa,IDGAF,5333
2020-08-01 21:14,Kendrick Lamar,HUMBLE.,177000
2020-08-01 21:15,Billie Eilish,all the good girls go to hell,73514
2020-08-01 21:20,Abraham Nadal,My Neck My Back Turkish,159358
2020-08-01 21:21,JoJo,Comeback (feat. Tory Lanez and 30 Roc),2136
2020-08-01 21:21,Sean Paul,Temperature,2786
2020-08-01 21:21,Ciara,Like a Boy,41945
2020-08-01 21:23,Doja Cat,Boss Bitch,134239
2020-08-01 21:27,Lizzo,Juice,195144
2020-08-02 03:06,Ashnikko,Working Bitch,88794
2020-08-02 03:10,Big Sean,I Don't Fuck With You,284386
2020-08-02 03:11,JoJo,Leave (Get Out) - 2018,1300
2020-08-02 03:11,Missy Elliott,Get Ur Freak On,36117
2020-08-02 03:12,Fiona Apple,Criminal,27789
2020-08-02 03:12,Beyoncé,Yoncé - Homecoming Live,68351
2020-08-02 03:16,Childish Gambino,Bonfire,192946
2020-08-02 03:20,Ashanti,Happy,262226
2020-08-02 03:24,JoJo,Comeback (feat. Tory Lanez and 30 Roc),175251
2020-08-02 03:27,Kat Deluna,DROP IT LOW feat. FATMAN SCOOP,222080
2020-08-02 03:31,Sean Paul,Temperature,218573
2020-08-02 03:35,Beyoncé,Sorry,232560
2020-08-02 03:39,Doja Cat,Juicy,203093
2020-08-02 03:41,Doja Cat,Boss Bitch,134239
2020-08-02 03:44,The Ting Tings,Shut Up and Let Me Go,171226
2020-08-02 03:48,Todrick Hall,"Nails, Hair, Hips, Heels",236190
2020-08-02 03:50,Saweetie,Tap In,139413
2020-08-02 03:54,Dua Lipa,New Rules,209320
2020-08-02 03:58,Fergie,Glamorous,246573
2020-08-02 04:00,Saweetie,My Type,126446
2020-08-02 04:04,Ciara,Goodies (feat. Petey Pablo),223000
2020-08-02 04:08,Ciara,Like a Boy,237053
2020-08-02 04:16,Doja Cat,Say So,237893
2020-08-02 04:19,Kat Deluna,Whine Up (feat. Elephant Man) - English Version,205746
2020-08-02 04:21,Beyoncé,Yoncé - Homecoming Live,68351
2020-08-02 04:25,Kat Deluna,DROP IT LOW feat. FATMAN SCOOP,138285
2020-08-02 16:59,Kat Deluna,DROP IT LOW feat. FATMAN SCOOP,580
2020-08-02 17:04,Cherub,Doses & Mimosas,323253
2020-08-02 17:10,Madonna,Hung Up,337733
2020-08-02 17:15,Washed Out,It All Feels Right,245880
2020-08-02 17:25,La Roux,Bulletproof,205733
2020-08-02 17:28,The Strokes,Reptilia,219753
2020-08-02 17:32,Benny Sings,Passionfruit,193635
2020-08-02 17:33,Major Lazer,Lean On,63299
2020-08-02 17:36,Lady Gaga,Stupid Love,193533
2020-08-02 17:38,JAWNY,Anything You Want,123556
2020-08-02 17:41,Hellogoodbye,Here (In Your Arms),109096
2020-08-02 19:21,Hellogoodbye,Here (In Your Arms),131433
2020-08-02 19:25,Gorillaz,Empire Ants (feat. Little Dragon),283573
2020-08-02 19:29,"Earth, Wind & Fire",September,215093
2020-08-02 19:30,Phoenix,If I Ever Feel Better,2507
2020-08-02 19:30,Alanis Morissette,Hand in My Pocket - 2015 Remaster,36835
2020-08-02 19:43,Mark Ronson,Daffodils (feat. Kevin Parker),81990
2020-08-02 19:47,Eric Hutchinson,Rock & Roll,240320
2020-08-02 19:52,George Harrison,What Is Life - Remastered 2014,264413
2020-08-02 19:55,Bloc Party,Helicopter,220573
2020-08-02 19:59,Tame Impala,Elephant,211226
2020-08-03 01:30,Childish Gambino,IV. Sweatpants,180675
2020-08-03 01:31,Tegan and Sara,Closer,60451
2020-08-03 01:35,of Montreal,Id Engager,205373
2020-08-03 01:49,Phoenix,J-Boy,247373
2020-08-03 01:49,The Cranberries,Linger,8841
2020-08-03 01:52,JAWNY,Crazy For Your Love,141918
2020-08-03 01:58,Tom Misch,Disco Yes,280878
2020-08-03 01:59,Fiona Apple,Not About Love,9408
2020-08-03 01:59,Jason Mraz,Wordplay,2856
2020-08-03 01:59,KT Tunstall,Suddenly I See,1764
2020-08-03 02:02,NEIL FRANCES,Music Sounds Better With You,198305
2020-08-03 02:08,LCD Soundsystem,I Can Change,352003
2020-08-03 02:11,Toro y Moi,Ordinary Pleasure,183746
2020-08-03 02:17,Phoenix,Ti Amo,194064
2020-08-03 02:23,Mac Miller,What's the Use?,288640
2020-08-03 02:27,Two Door Cinema Club,Something Good Can Work,164186
2020-08-03 02:29,The Ting Tings,Shut Up and Let Me Go,171226
2020-08-03 02:34,Voxtrot,The Start Of Something,271746
2020-08-03 02:38,Justice,D.A.N.C.E,242266
2020-08-03 02:43,half•alive,still feel.,247786
2020-08-03 02:46,Passion Pit,Sleepyhead,174760
2020-08-03 03:47,Feist,My Moon My Man,228360
2020-08-03 03:50,BØRNS,Electric Love,197980
2020-08-03 07:04,Augustana,Boston,245933
2020-08-03 07:10,Howie Day,Collide - Acoustic Version,277000
2020-08-03 07:12,Ingrid Michaelson,You And I,148400
2020-08-03 07:13,Carbon Leaf,Life Less Ordinary,39318
2020-08-03 07:16,Augustana,Sunday Best,200840
2020-08-03 07:20,Third Eye Blind,Motorcycle Drive By,205849
2020-08-03 19:59,Third Eye Blind,Motorcycle Drive By,56773
2020-08-03 20:01,The Format,The First Single (You Know Me),115529
2020-08-03 20:05,Jack Johnson,Better Together,207680
2020-08-03 20:08,Absofacto,Dissolve,224660
2020-08-03 20:12,Tal Bachman,She's so High,224693
2020-08-03 20:17,The Strokes,You Only Live Once,189226
2020-08-03 20:22,David Bowie,Fame - 2016 Remaster,261373
2020-08-03 20:25,Franc Moody,Dance Moves,201376
2020-08-04 01:26,TLC,Waterfalls,26465
2020-08-04 01:30,Dayglow,Can I Call You Tonight?,278769
2020-08-04 02:21,The Strokes,Last Nite,193373
2020-08-04 02:25,The Strokes,Taken for a Fool,203240
2020-08-04 02:29,Meredith Brooks,Bitch,252760
2020-08-04 02:32,The Strokes,Someday,183440
2020-08-04 02:35,The Strokes,The End Has No End,185434
2020-08-04 02:40,Mutemath,Typical,252306
2020-08-04 02:40,Unknown Mortal Orchestra,Hunnybee,11773
2020-08-04 02:45,Grimes,Realiti,306532
2020-08-04 02:48,Yeasayer,Ecstatic Baby,174170
2020-08-04 02:53,of Montreal,Wraith Pinned to the Mist and Other Games,255613
2020-08-04 02:55,JAWNY,Honeypie,135521
2020-08-04 02:59,Todrick Hall,"Nails, Hair, Hips, Heels",236190
2020-08-04 03:02,MIKA,Grace Kelly,187733
2020-08-04 03:07,Razorlight,Golden Touch - Full Length,205306
2020-08-04 03:09,levitation room,Warmth of the Sun,168070
2020-08-04 03:14,Paradis,Toi Et Moi,220853
2020-08-04 03:18,Phoenix,Lisztomania,241640
2020-08-04 03:22,Alfie Templeman,Happiness In Liquid Form,212824
2020-08-04 03:25,Parcels,Tieduprightnow,157140
2020-08-04 19:46,Parcels,Tieduprightnow,92774
2020-08-04 19:50,Roosevelt,Montreal,236335
2020-08-04 19:54,Craft Spells,After the Moment,240608
2020-08-05 01:23,Blur,Girls & Boys,259386
2020-08-05 01:28,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,296146
2020-08-05 01:32,Grimes,Vanessa,222667
2020-08-05 15:01,Grimes,Vanessa,2438
2020-08-05 15:05,Grouplove,Tongue Tied,218013
2020-08-05 15:09,Jungle,Casio,234369
2020-08-05 15:12,Sir Sly,High,180464
2020-08-05 21:20,Sir Sly,High,51430
2020-08-05 21:26,Masego,Tadow,301893
2020-08-05 21:31,Datarock,Fa-Fa-Fa,306733
2020-08-05 21:36,Tame Impala,Borderline,237800
2020-08-05 21:40,MIKA,"Relax, Take It Easy",270000
2020-08-05 23:18,The Strokes,Hard To Explain,224333
2020-08-05 23:21,Young Franco,About This Thing,197458
2020-08-05 23:25,Vampire Weekend,A-Punk,137760
2020-08-05 23:26,Jason Mraz,The Remedy (I Won't Worry),47035
2020-08-06 03:52,Jason Mraz,The Remedy (I Won't Worry),209388
2020-08-06 03:55,Phoenix,1901,174793
2020-08-06 18:15,Phoenix,1901,18325
2020-08-06 18:18,The Strokes,Machu Picchu,209626
2020-08-06 18:22,of Montreal,Gronlandic Edit,204760
2020-08-06 20:51,Foster The People,Helena Beat,276173
2020-08-06 20:54,Jack Johnson,Banana Pancakes,191906
2020-08-06 20:59,Washed Out,It All Feels Right,245880
2020-08-06 20:59,Fiona Apple,Extraordinary Machine,12730
2020-08-06 21:03,Childish Gambino,3005,234215
2020-08-06 21:07,The Strokes,Reptilia,219753
2020-08-06 21:11,Foster The People,Sit Next to Me,243146
2020-08-06 21:15,Jean Tonique,Un rêve à deux,201521
2020-08-06 21:18,The Cardigans,Lovefool,193953
2020-08-06 21:21,Dua Lipa,Don't Start Now,183290
2020-08-06 21:21,Alanis Morissette,Hand in My Pocket - 2015 Remaster,16412
2020-08-06 21:21,Jungle,"Heavy, California",184599
2020-08-06 21:25,Doja Cat,Say So,237893
2020-08-06 21:29,Beyoncé,Formation,206080
2020-08-06 21:33,Billie Eilish,bad guy,194087
2020-08-06 21:37,Aly & AJ,Potential Breakup Song,219773
2020-08-06 21:39,Saweetie,Tap In,139413
2020-08-06 21:43,Rihanna,Bitch Better Have My Money,219305
2020-08-06 21:46,Lizzo,Truth Hurts,173325
2020-08-06 21:50,Megan Thee Stallion,Savage,155497
2020-08-06 21:53,Lindsay Lohan,Rumors,196306
2020-08-06 21:56,Kat Deluna,Whine Up (feat. Elephant Man) - English Version,205746
2020-08-06 22:00,Khia,"My Neck, My Back (Lick It)",222560
2020-08-06 22:03,Trippie Redd,Me Likey,161110
2020-08-06 22:07,Dua Lipa,IDGAF,217946
2020-08-06 22:10,Abraham Nadal,My Neck My Back Turkish,159358
2020-08-06 22:14,RuPaul,Sissy That Walk,212693
2020-08-06 22:16,Billie Eilish,all the good girls go to hell,168839
2020-08-06 22:18,Saweetie,My Type,126446
2020-08-06 22:22,Billie Eilish,you should see me in a crown,180952
2020-08-06 22:26,Lizzo,Juice,195144
2020-08-06 22:29,Ashnikko,"Hi, It's Me",193594
2020-08-06 22:32,Ariana Grande,7 rings,178626
2020-08-06 22:35,Billie Eilish,my boy,170852
2020-08-06 22:39,Destiny's Child,"Independent Women, Pt. 1",221133
2020-08-06 22:43,The Veronicas,Untouched,255360
2020-08-06 23:47,Fiona Apple,Fast As You Can,259274
2020-08-06 23:50,Iggy Azalea,Kream (feat. Tyga),166626
2020-08-06 23:54,JoJo,Too Little Too Late - 2018,223533
2020-08-07 00:00,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325573
2020-08-07 00:03,Ariana Grande,"thank u, next",207320
2020-08-07 00:04,Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),57836
2020-08-07 00:09,Kat Deluna,Whine Up (feat. Elephant Man) - English Version,0
2020-08-07 00:57,Missy Elliott,Get Ur Freak On,120697
2020-08-07 01:01,Grouplove,Tongue Tied,218013
2020-08-07 01:04,Teenage Priest,Cool to You,197888
2020-08-07 01:05,Electric Youth,The Best Thing,12582
2020-08-07 01:05,Mac Miller,Good News,3390
2020-08-07 01:10,Little Dragon,Lover Chanting,323466
2020-08-07 01:12,Tennis,Runner,142940
2020-08-07 01:18,Cherub,Doses & Mimosas,323253
2020-08-07 01:21,La Roux,Bulletproof,205733
2020-08-07 01:25,"Earth, Wind & Fire",September,215093
2020-08-07 01:30,Madonna,Hung Up,286245
2020-08-07 01:33,Lady Gaga,Stupid Love,193533
2020-08-07 01:34,Romare,All Night,30053
2020-08-07 01:39,Mark Ronson,Daffodils (feat. Kevin Parker),298133
2020-08-07 01:44,Phoenix,If I Ever Feel Better,266600
2020-08-07 01:46,JAWNY,Anything You Want,123556
2020-08-07 01:51,half•alive,still feel.,247786
2020-08-07 01:54,Feist,My Moon My Man,228360
2020-08-07 18:25,George Harrison,What Is Life - Remastered 2014,264413
2020-08-07 18:28,Major Lazer,Lean On,176561
2020-08-07 18:33,Mac Miller,What's the Use?,288640
2020-08-07 18:39,LCD Soundsystem,I Can Change,352003
2020-08-07 18:47,KT Tunstall,Suddenly I See,201706
2020-08-07 20:00,Tegan and Sara,Closer,183013
2020-08-07 20:04,Absofacto,Dissolve,8177
2020-08-07 20:04,NEIL FRANCES,Music Sounds Better With You,198305
2020-08-07 20:05,Gorillaz,Empire Ants (feat. Little Dragon),14732
2020-08-07 20:08,Benny Sings,Passionfruit,193635
2020-08-07 20:12,Dayglow,Can I Call You Tonight?,278769
2020-08-07 20:16,Toro y Moi,Ordinary Pleasure,183746
2020-08-08 02:11,Hellogoodbye,Here (In Your Arms),54144
2020-08-08 02:23,Childish Gambino,IV. Sweatpants,180675
2020-08-08 02:27,Tame Impala,Elephant,211226
2020-08-08 02:27,Todrick Hall,"Nails, Hair, Hips, Heels",2487
2020-08-08 02:31,Eric Hutchinson,Rock & Roll,240320
2020-08-08 02:31,Unknown Mortal Orchestra,Hunnybee,2745
2020-08-08 20:06,Fiona Apple,Not About Love,1068
2020-08-08 20:06,Unknown Mortal Orchestra,Hunnybee,8753
2020-08-08 20:06,The Cranberries,Linger,1834
2020-08-08 20:10,of Montreal,Id Engager,205373
2020-08-08 20:13,Jack Johnson,Better Together,207680
2020-08-08 20:13,The Ting Tings,Shut Up and Let Me Go,3993
2020-08-08 20:13,Paradis,Toi Et Moi,3000
2020-08-08 20:13,The Strokes,Last Nite,4736
2020-08-08 20:18,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,296146
2020-08-09 02:19,Two Door Cinema Club,Something Good Can Work,164186
2020-08-09 02:23,Razorlight,Golden Touch - Full Length,205306
2020-08-09 02:27,BØRNS,Electric Love,218106
2020-08-09 02:54,The Strokes,You Only Live Once,186400
2020-08-09 02:55,Keyshia Cole,Let It Go,9086
2020-08-09 02:59,Ashanti,Happy,2182
2020-08-09 02:59,Fergie,Glamorous,246573
2020-08-09 02:59,Billie Eilish,you should see me in a crown,14104
2020-08-09 03:03,Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),226863
2020-08-09 03:07,Ariana Grande,God is a woman,197546
2020-08-09 03:11,Missy Elliott,Work It,263226
2020-08-09 03:14,Ariana Grande,7 rings,178626
2020-08-09 03:17,Eve,Tambourine,192440
2020-08-09 03:22,Big Sean,I Don't Fuck With You,284386
2020-08-09 03:25,Trippie Redd,Me Likey,161110
2020-08-09 03:28,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840
2020-08-09 03:29,Destiny's Child,"Independent Women, Pt. 1",33780
2020-08-09 03:29,Billie Eilish,my boy,1253
2020-08-09 03:29,Fiona Apple,Fast As You Can,882
2020-08-09 03:33,Beyoncé,Sorry,232560
2020-08-09 03:37,Destiny's Child,Say My Name,246757
2020-08-09 03:39,JAWNY,Crazy For Your Love,141918
2020-08-09 03:43,Phoenix,Ti Amo,205920
2020-08-09 03:46,Jason Mraz,Wordplay,186506
2020-08-09 03:48,Phoenix,J-Boy,91422
2020-08-09 19:10,Phoenix,J-Boy,155917
2020-08-09 19:11,Justice,D.A.N.C.E,26131
2020-08-09 19:16,Tom Misch,Disco Yes,280878
2020-08-09 19:19,Yeasayer,Ecstatic Baby,46793
2020-08-09 19:19,Passion Pit,Sleepyhead,174760
2020-08-10 01:22,Yeasayer,Ecstatic Baby,2182
2020-08-10 01:24,JAWNY,Honeypie,135521
2020-08-10 01:28,The Strokes,Someday,183440
2020-08-10 01:33,TLC,Waterfalls,279506
2020-08-10 01:33,Mutemath,Typical,13362
2020-08-10 15:08,Mutemath,Typical,238930
2020-08-10 15:10,Craft Spells,After the Moment,66078
2020-08-10 15:13,The Strokes,The End Has No End,185434
2020-08-10 16:36,Tal Bachman,She's so High,224693
2020-08-10 16:40,of Montreal,Wraith Pinned to the Mist and Other Games,255613
2020-08-10 16:45,Grimes,Vanessa,324042
2020-08-10 16:48,Meredith Brooks,Bitch,147031
2020-08-10 16:52,Bloc Party,Helicopter,220573
2020-08-10 16:55,MIKA,Grace Kelly,187733
2020-08-10 16:59,Roosevelt,Montreal,236335
2020-08-10 17:04,Datarock,Fa-Fa-Fa,306733
2020-08-10 20:07,Vampire Weekend,A-Punk,137760
2020-08-10 20:12,MIKA,"Relax, Take It Easy",270000
2020-08-10 20:16,The Strokes,Hard To Explain,224333
2020-08-10 20:19,Franc Moody,Dance Moves,201376
2020-08-10 20:24,Voxtrot,The Start Of Something,271746
2020-08-10 20:29,David Bowie,Fame - 2016 Remaster,261373
2020-08-10 20:33,Foster The People,Sit Next to Me,243146
2020-08-10 20:37,Jungle,Casio,234369
2020-08-10 20:42,Phoenix,1901,193106
2020-08-10 20:46,Parcels,Tieduprightnow,249956
2020-08-11 01:44,Alfie Templeman,Happiness In Liquid Form,59136
2020-08-11 01:48,Ariana Grande,"thank u, next",207320
2020-08-11 01:52,Dua Lipa,New Rules,209320
2020-08-11 01:55,Ciara,Goodies (feat. Petey Pablo),223000
2020-08-11 01:56,Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),50056
2020-08-11 01:59,Fiona Apple,Sleep to Dream,6874
2020-08-11 01:59,Lizzo,Tempo (feat. Missy Elliott),175342
2020-08-11 02:03,Doja Cat,Juicy,203093
2020-08-11 02:03,Fiona Apple,Criminal,1393
2020-08-11 02:03,The Veronicas,Untouched,6733
2020-08-11 02:03,Ashnikko,Working Bitch,11331
2020-08-11 02:06,Iggy Azalea,Kream (feat. Tyga),166626
2020-08-11 02:08,Saweetie,My Type,126446
2020-08-11 02:08,JoJo,Too Little Too Late - 2018,5534
2020-08-11 02:11,Ciara,"One, Two Step (feat. Missy Elliott)",203786
2020-08-11 02:16,JoJo,Leave (Get Out) - 2018,31813
2020-08-11 02:22,Grimes,Realiti,306532
2020-08-11 02:26,levitation room,Warmth of the Sun,168070
2020-08-11 02:28,The Strokes,Taken for a Fool,98435
2020-08-11 03:37,The Strokes,Taken for a Fool,104613
2020-08-11 03:42,Masego,Tadow,301893
2020-08-11 03:45,of Montreal,Gronlandic Edit,204760
2020-08-11 03:50,The Strokes,Machu Picchu,209626
2020-08-11 03:54,Phoenix,Lisztomania,241640
2020-08-11 03:58,Tame Impala,Borderline,237800
2020-08-11 06:00,Jack Johnson,Banana Pancakes,191906
2020-08-11 06:01,Alanis Morissette,Hand in My Pocket - 2015 Remaster,15946
2020-08-11 06:05,Jason Mraz,The Remedy (I Won't Worry),256440
2020-08-11 06:08,Fiona Apple,Extraordinary Machine,170584
2020-08-11 06:14,Little Dragon,Lover Chanting,323466
2020-08-11 06:17,Young Franco,About This Thing,197458
2020-08-11 06:21,half•alive,still feel.,247786
2020-08-11 06:27,Mac Miller,Good News,342040
2020-08-11 06:32,Blur,Girls & Boys,259386
2020-08-11 06:36,Washed Out,It All Feels Right,245880
2020-08-11 06:39,La Roux,Bulletproof,205733
2020-08-11 06:44,Foster The People,Helena Beat,276173
2020-08-11 06:48,"Earth, Wind & Fire",September,215093
2020-08-11 06:52,The Strokes,Reptilia,219753
2020-08-11 06:56,Childish Gambino,3005,234215
2020-08-11 07:00,Feist,My Moon My Man,228360
2020-08-11 07:03,Jean Tonique,Un rêve à deux,125134
2020-08-11 15:11,Jean Tonique,Un rêve à deux,76364
2020-08-11 15:12,Madonna,Hung Up,7098
2020-08-11 15:16,George Harrison,What Is Life - Remastered 2014,264413
2020-08-11 15:18,Tennis,Runner,115940
2020-08-11 15:21,Jungle,"Heavy, California",184599
2020-08-11 15:59,Mac Miller,What's the Use?,288640
2020-08-11 16:04,Mark Ronson,Daffodils (feat. Kevin Parker),298133
2020-08-11 16:08,Sir Sly,High,231896
2020-08-11 16:12,Major Lazer,Lean On,176561
2020-08-11 16:15,Tame Impala,Elephant,211226
2020-08-11 16:19,Absofacto,Dissolve,224660
2020-08-11 16:25,Romare,All Night,294211
2020-08-11 16:28,Childish Gambino,IV. Sweatpants,180675
2020-08-11 16:33,Eric Hutchinson,Rock & Roll,240320
2020-08-11 17:09,The Ting Tings,Shut Up and Let Me Go,171226
2020-08-11 17:14,Dayglow,Can I Call You Tonight?,278769
2020-08-11 17:17,KT Tunstall,Suddenly I See,201706
2020-08-11 17:22,BØRNS,Electric Love,218106
2020-08-11 17:25,Lady Gaga,Stupid Love,193533
2020-08-11 17:28,The Strokes,You Only Live Once,189226
2020-08-11 18:02,Cherub,Doses & Mimosas,323253
2020-08-11 18:06,Grouplove,Tongue Tied,218013
2020-08-11 18:08,Two Door Cinema Club,Something Good Can Work,164186
2020-08-11 18:12,Benny Sings,Passionfruit,193635
2020-08-11 18:15,The Cardigans,Lovefool,193953
2020-08-11 18:19,Razorlight,Golden Touch - Full Length,205306
2020-08-11 18:25,Tom Misch,Disco Yes,280878
2020-08-11 18:29,Unknown Mortal Orchestra,Hunnybee,268333
2020-08-11 18:32,NEIL FRANCES,Music Sounds Better with You,198305
2020-08-11 18:37,Bloc Party,Helicopter,220573
2020-08-11 18:41,Justice,D.A.N.C.E,242266
2020-08-11 18:43,JAWNY,Anything You Want,123556
2020-08-11 18:46,JAWNY,Honeypie,135521
2020-08-11 18:49,Fiona Apple,Not About Love,143553
2020-08-11 18:52,Paradis,Toi Et Moi,220853
2020-08-11 18:56,Hellogoodbye,Here (In Your Arms),240546
2020-08-11 19:01,The Strokes,Hard To Explain,224333
2020-08-11 19:06,Phoenix,If I Ever Feel Better,266600
2020-08-11 19:10,of Montreal,Id Engager,205373
2020-08-11 19:15,The Cranberries,Linger,274706
2020-08-11 19:19,Phoenix,J-Boy,247373
2020-08-11 19:23,Tegan and Sara,Closer,209280
2020-08-11 19:29,LCD Soundsystem,I Can Change,352003
2020-08-11 19:32,The Strokes,Someday,183440
2020-08-11 19:35,Yeasayer,Ecstatic Baby,174170
2020-08-11 19:39,Jack Johnson,Better Together,207680
2020-08-11 19:42,MIKA,Grace Kelly,187733
2020-08-11 19:45,Toro y Moi,Ordinary Pleasure,183746
